,the_geom,GISPROPNUM,OBJECTID,DEPARTMENT,PARENTID,COMMUNITYB,COUNCILDIS,PRECINCT,ZIPCODE,BOROUGH,NAME,WF_TYPE,FEATURESTA,index_right,Id
47,"MULTIPOLYGON (((-73.95328479649801 40.7977480161466, -73.9531012904028 40.79768987021066, -73.95286587566996 40.79758953687221, -73.95267109452637 40.79753952975736, -73.9524769215212 40.79749786839439, -73.95230319704473 40.797484854658364, -73.9522603096874 40.79747229654568, -73.95220415472433 40.79744288006519, -73.95214452342515 40.79740981509026, -73.9519972178536 40.79733737707851, -73.95172108570274 40.79715981468645, -73.95161058715665 40.79711764837833, -73.95156419860817 40.797101904368894, -73.95157928827722 40.79704568170519, -73.95153790870474 40.79703946977763, -73.9515592810775 40.79696514250863, -73.9515291867227 40.7969608407773, -73.95151540255343 40.79694749317602, -73.951398801505 40.79690932231505, -73.95134427797905 40.79687165482131, -73.95127466485968 40.79688830357137, -73.9512146452169 40.79687228350774, -73.95113322623436 40.79684089001581, -73.95105429334474 40.79684170569671, -73.95098500147355 40.79683880996165, -73.9508917955575 40.79687235622912, -73.95083847137994 40.79690866776289, -73.95079222442565 40.7969134134738, -73.95074206738275 40.79690505252245, -73.95067672082182 40.79686922701217, -73.95062728588911 40.79683951006752, -73.95057240949153 40.79682931450367, -73.95046506350899 40.79683578804067, -73.95039301491477 40.79684958332904, -73.950299855293 40.79684768276595, -73.95025781905593 40.7968373169905, -73.95021231844312 40.79681695055398, -73.95017738600285 40.796793834939606, -73.95013873621296 40.796759947729335, -73.9501119938321 40.79671822680954, -73.95009509892824 40.79666776089127, -73.95006592735295 40.79655672383705, -73.95005818353391 40.79647970433561, -73.9500626952818 40.796445582750344, -73.95008547670899 40.79641405621368, -73.95010838259898 40.796388764787025, -73.95019077641244 40.79632424448872, -73.95047685629572 40.795986437175344, -73.9505532619693 40.79590898556431, -73.9505947104337 40.79587079422665, -73.95064332659186 40.79582599627401, -73.95079556987172 40.79576027084145, -73.95084778587753 40.795724719771215, -73.95087994558696 40.79567997143069, -73.95089256624979 40.79563163887285, -73.95090498720695 40.79553755452785, -73.95093438982673 40.79543447601264, -73.95093826735587 40.79541933665688, -73.95096941347552 40.795297747295, -73.95099521819829 40.79525625422489, -73.95102409233587 40.795212427456526, -73.95108306078487 40.79517337800184, -73.95109892708334 40.79515996548342, -73.95113827267895 40.79512670329139, -73.95135613067553 40.795021736804586, -73.95140181353082 40.79498278783721, -73.95143798592352 40.794941091921906, -73.95146604630976 40.79490279827067, -73.95152483290418 40.79476778312298, -73.9515235418937 40.79465640242976, -73.95156406802357 40.794634952445854, -73.95160591064372 40.794621522854015, -73.95173448417205 40.79461965599857, -73.95186268909498 40.79462775197844, -73.95194185415508 40.79462830640267, -73.9519967289212 40.79465990080155, -73.95199676275345 40.794660635623714, -73.9519944335022 40.79467341905295, -73.95199173071619 40.79468824826265, -73.95196937367112 40.7947314386375, -73.95187330086435 40.794836164539284, -73.95182025460635 40.79487129429749, -73.95170118493432 40.79492183815857, -73.95165688124423 40.7949546473137, -73.95160001303977 40.79503435642101, -73.95154085477446 40.795183371518505, -73.95151609381149 40.7953622346199, -73.9515360764452 40.79541881783394, -73.95156341649628 40.79549622459523, -73.95162165144224 40.795572908611895, -73.95167813486326 40.795627223445756, -73.95178180025344 40.79566239896241, -73.95191883763626 40.795645274669, -73.95195425496625 40.79566803426443, -73.951945324457 40.79572683318587, -73.95186525596502 40.795823522471316, -73.95182029052353 40.79592352220745, -73.9518116699066 40.79600907149497, -73.95181630183413 40.79609575194614, -73.95184413582217 40.796175876547366, -73.95186567915317 40.79623789486533, -73.95193720991948 40.79636064122857, -73.95211298032143 40.79637174821064, -73.95214527000992 40.79637126184343, -73.95227021122977 40.796364866068856, -73.95229636064121 40.796369293845565, -73.95231378225121 40.796384758133655, -73.95231957218839 40.796415676488365, -73.9523137221432 40.79646866938232, -73.9523020710708 40.79650620369672, -73.95226328046842 40.7965302579978, -73.95221466511272 40.79655823349176, -73.95217623543581 40.79659276522804, -73.95214720411876 40.796636234711755, -73.95212992883147 40.79668090133247, -73.9521071596559 40.79673449952587, -73.95211182538846 40.79678632252411, -73.95213924030449 40.796810755463945, -73.95214784563854 40.796833393097984, -73.95216742426217 40.796856631416304, -73.95221387449783 40.79691185491883, -73.95227003072466 40.7969537640306, -73.95232878999876 40.79698952738014, -73.95239775407185 40.79700206382241, -73.95247753815379 40.79700424353499, -73.95254275484457 40.797002719743766, -73.95264862044228 40.79699189425015, -73.95277829665902 40.7969720752201, -73.95291362098814 40.79692772153483, -73.95306564774198 40.79685521406473, -73.95324311511034 40.79677546769304, -73.95343366564487 40.79672688092367, -73.95364644315953 40.7967102795262, -73.95379836037104 40.79669642329486, -73.95386666498312 40.79669786984055, -73.95393058494636 40.79670672840786, -73.95398274780266 40.79673300241434, -73.95404006921852 40.79677916419005, -73.95417179370754 40.796875886184665, -73.95426904555652 40.796944351082374, -73.95429360574452 40.796980686982515, -73.95430229336517 40.79702264560929, -73.95428715552909 40.797133387562916, -73.9542433056333 40.797243544500375, -73.95418133519958 40.79734018762328, -73.95411867233881 40.79744405154257, -73.95408536782867 40.79748061567643, -73.95405206446745 40.797517178900435, -73.95399247317539 40.79755510758862, -73.95392126057503 40.797583371941094, -73.95385150240182 40.79761425908672, -73.95377883134313 40.79765397802283, -73.95371049266636 40.797677958819946, -73.95360463088522 40.79769729320995, -73.95360433510761 40.79769663212417, -73.95353037732737 40.797720534910574, -73.95346785031587 40.797756922288606, -73.95342716193012 40.79776794598128, -73.95338067143025 40.797767927187884, -73.95332546786553 40.797761280772846, -73.95328479649801 40.7977480161466), (-73.95360388828006 40.796844990675304, -73.95356904398832 40.79684668489279, -73.95354881235026 40.79684838498941, -73.95353082734619 40.79685179423626, -73.95351059213479 40.79685691082075, -73.95348586185234 40.79686288016212, -73.95344989064314 40.796869698632854, -73.95342965780004 40.79687310695607, -73.95341054708098 40.79687822397731, -73.95338693830965 40.79688675567248, -73.95336557317248 40.796901267588794, -73.95335319933261 40.79691749138812, -73.95334531816682 40.796936278926324, -73.95334305836325 40.79695336139196, -73.95334753606787 40.796978986924, -73.95335426220682 40.79700375969194, -73.95336436428359 40.79702340908143, -73.95337895964161 40.79704647678335, -73.95339243468554 40.79706356561272, -73.95340591571524 40.7970721123027, -73.95342838927428 40.79708066262467, -73.95344187748049 40.79707895982566, -73.95346098706048 40.797075551046824, -73.95348796406543 40.797071290865524, -73.95351494225127 40.797067031578926, -73.95354304554704 40.79706020991725, -73.95357789412722 40.79705082814334, -73.95358981199783 40.797046124229475, -73.95360600038627 40.79703973539737, -73.9536239890074 40.79703120139645, -73.95363860527682 40.79702437428436, -73.95365547116486 40.79701327700478, -73.95366980986567 40.79700175187008, -73.95367458903637 40.7969979104581, -73.95369258832935 40.7969757095665, -73.95370047059299 40.796953505509165, -73.95370722655929 40.79693557116865, -73.95371285860536 40.796918490950546, -73.95371399202389 40.796903970847524, -73.95371175963669 40.79688176182667, -73.9536994096478 40.79686381981231, -73.9536870513494 40.79685612818175, -73.95366233059626 40.79684843068023, -73.95363648236817 40.79684500379022, -73.95361400350583 40.79684414017212, -73.95360388828006 40.796844990675304)))",M010,911,M-13,M010,164,8,22,10025,M,,,Active,0,0
73,"MULTIPOLYGON (((-73.98109367506895 40.76823933117846, -73.98102134903736 40.768251968661374, -73.98100942360928 40.76821251023121, -73.98108174841562 40.76819987365603, -73.98108634521273 40.76819976725077, -73.98109089920018 40.76820026057373, -73.98109527417311 40.76820133829398, -73.981099342222 40.76820296977339, -73.98110298373349 40.76820510636522, -73.98110608975813 40.76820768501637, -73.98110857030095 40.76821062916936, -73.98111035195188 40.768213852363836, -73.98111138262256 40.76821726093889, -73.98111163036242 40.76822075223191, -73.98111108927804 40.76822422448504, -73.9811097747958 40.7682275759439, -73.98110772603022 40.768230705758434, -73.98110500222836 40.76823352388798, -73.98110168513973 40.76823594569863, -73.98109787190745 40.768237900966874, -73.98109367506895 40.76823933117846)))",M010,1361,M-13,M010,,,,,,,Fountain,Active,0,0
93,"MULTIPOLYGON (((-73.97176490440037 40.767932528397424, -73.97174413589113 40.76793725995519, -73.97167337172465 40.767905639403295, -73.97164531168158 40.76784413350407, -73.97171612909275 40.76775019505898, -73.97179253134438 40.7677305684011, -73.97187228023965 40.7677681704189, -73.97189135559125 40.767823694727554, -73.9718227844775 40.767919342084106, -73.97177778506779 40.767929594110356, -73.97176490440037 40.767932528397424)))",M010,1049,M-13,M010,164,8,22,10023,M,,,Active,0,0
135,"MULTIPOLYGON (((-73.96230904833098 40.782223416357134, -73.96256992928679 40.78233607851132, -73.96264676081404 40.78224053319136, -73.96268602276464 40.782292443626886, -73.96283878337863 40.782373500322585, -73.96296565511952 40.782506370570054, -73.96305254402624 40.782673774709565, -73.96308457627686 40.78284771327004, -73.96315032334998 40.78298830622091, -73.96317770336506 40.783072897289756, -73.96330533052708 40.78326175697731, -73.96345098876802 40.78343692380779, -73.96360920522338 40.78357814190503, -73.96378466994454 40.783705068841044, -73.96402360181096 40.7838463116997, -73.96424453793875 40.78393870617698, -73.96447022597405 40.784005541860125, -73.96467860052495 40.784073455999085, -73.96488388868877 40.784122361034946, -73.96509073865906 40.78418020185384, -73.96520312006128 40.78421961116796, -73.96527094316714 40.78424339495941, -73.96531481926692 40.78425889409669, -73.96552400663131 40.78434353916575, -73.96571987418297 40.78442698762873, -73.96588439144938 40.78452114875161, -73.96589749141933 40.78452935979866, -73.96598231562469 40.78458133749576, -73.9660379390051 40.78461232754729, -73.96607084291821 40.78462961065703, -73.9660768852538 40.7846337520407, -73.96610139605853 40.78464748919777, -73.96625572305506 40.78474939020057, -73.96635755524964 40.78483042727498, -73.96651187137833 40.78495555816183, -73.9665510328892 40.78499726454814, -73.96658627236879 40.7850473093266, -73.96664420663686 40.78515871182004, -73.96665983260337 40.78525223250261, -73.96662682373437 40.78544342458743, -73.96659305279344 40.78558994346941, -73.96656556989423 40.785699534606636, -73.9665435677691 40.7858180611994, -73.9664406961482 40.78623974860894, -73.96632210158968 40.78675494654502, -73.96621920777699 40.78721475460065, -73.96615561589809 40.78743989001496, -73.96608892599161 40.78759175971526, -73.96594854866972 40.78778292079611, -73.96578232901977 40.787937738818215, -73.96556282510114 40.7880770547737, -73.96531355467133 40.78818955704373, -73.96500630802734 40.78826868483023, -73.96470535683137 40.78829599260037, -73.96450552488659 40.788280444416124, -73.96427592783877 40.788238082353175, -73.96406669424151 40.788217169811325, -73.9638847252427 40.788211157019944, -73.96369475071515 40.78822682187958, -73.96345492318095 40.78826105516652, -73.96327717421106 40.78827672411421, -73.96302973253691 40.78827524022425, -73.96289819300858 40.78825801819774, -73.96272233976245 40.788247955086696, -73.96263299625433 40.78825435933265, -73.9625079128327 40.78826646916873, -73.96234895714103 40.78830858960797, -73.96221820730841 40.7883614395408, -73.96213542825483 40.788399534179106, -73.96199492861236 40.78850813336527, -73.96191713893937 40.788592927665135, -73.96182806273352 40.788677718173794, -73.96170011447813 40.788764401161195, -73.96159601230083 40.78881201832235, -73.96151951044929 40.78883391279652, -73.96148193509889 40.788761469360516, -73.96140063384007 40.78878101724767, -73.9613753821388 40.788711876437546, -73.96128383400517 40.788732812081776, -73.96131255218828 40.78880219631012, -73.96122860955127 40.78882237894273, -73.96126241905007 40.78890149210511, -73.9612266791213 40.78890850849592, -73.9611754229384 40.78891170782982, -73.9609802818849 40.78891414351961, -73.96085145326495 40.78889551529558, -73.96083361399442 40.7889152914367, -73.96080728409142 40.78890750756185, -73.96083218897353 40.78887049193686, -73.96069491275561 40.78882398476268, -73.9606784390637 40.78885257004488, -73.96063048567211 40.7888364716299, -73.96041702232885 40.788762547539974, -73.96018809808531 40.788692292658034, -73.96002307326765 40.78865828395093, -73.95976494704738 40.78862138255192, -73.9594715347068 40.788619135654095, -73.9591343658455 40.78865904385873, -73.95884184871383 40.78872827293129, -73.95857658486396 40.78882788855492, -73.95837857150839 40.78891073173118, -73.95830379698239 40.78892714424663, -73.95824924389957 40.78893891835684, -73.95814485098411 40.7889471002643, -73.95810112129647 40.78894708437511, -73.95798592834558 40.78892988789947, -73.95791728549804 40.78891556740526, -73.95783971565078 40.78889123633907, -73.95777813548477 40.7888619087972, -73.95776168383378 40.78885189550317, -73.95764825946829 40.78876667640385, -73.95755178113434 40.78865227730053, -73.95753174944429 40.78860461811602, -73.95750390404157 40.78851990763915, -73.9574945254193 40.788478804419235, -73.95749455013731 40.788440087392075, -73.95750242512288 40.78836075076297, -73.95753070076064 40.78828165938394, -73.95762486480918 40.788090491580284, -73.9577049318005 40.78788442783755, -73.95771357040789 40.78785584010121, -73.95772142586989 40.78782725207687, -73.95777092410184 40.787628325239176, -73.95779214377463 40.787532434155914, -73.95780082609272 40.78743475098287, -73.95781583894164 40.78724117216476, -73.95782142101345 40.787088688757784, -73.95781367707075 40.78694334864762, -73.95779426175362 40.786663983575636, -73.9578060584327 40.786598467431105, -73.95782570016284 40.78652044529408, -73.95789002898833 40.786411465850755, -73.95791200153165 40.786364417286975, -73.95795043066178 40.78631856698785, -73.95805710264284 40.78616909834499, -73.95829161779601 40.78585110930793, -73.95835750107514 40.785760594934054, -73.95855906975763 40.78548964912047, -73.95877241014253 40.78518892487426, -73.95885698697832 40.785073746756545, -73.95919044539544 40.78461963620619, -73.95923750505665 40.78455353624476, -73.95936240772087 40.784374861435076, -73.95934590890971 40.78436978038982, -73.95943595243382 40.78424863613845, -73.95972376824926 40.78388598896579, -73.95998885839091 40.783517377249915, -73.96011513442656 40.78333157910645, -73.96015226114804 40.78324732841239, -73.96018570742828 40.783255360740206, -73.96027432684019 40.78313924102165, -73.96025003990452 40.783128510374155, -73.96058333153367 40.782707503451874, -73.96066725032595 40.782586616359026, -73.96082565755847 40.782390107000296, -73.96092914591947 40.78230436934286, -73.96097070270643 40.78226090179747, -73.96108828465273 40.78219363355634, -73.96117607445184 40.782150180637295, -73.96126699616106 40.78211328165514, -73.96140493362824 40.78207699358837, -73.96161496862408 40.782031198482805, -73.9618179345738 40.78201399248427, -73.96192763536335 40.78202236742515, -73.96200050464387 40.782034900346304, -73.9620921799839 40.78204863077289, -73.96216504577087 40.78206533201152, -73.96222380431743 40.78208858153174, -73.96226454329779 40.78210467784041, -73.96229509425747 40.78212255739719, -73.96231545921353 40.782138646119364, -73.9623475862871 40.782141039348325, -73.96236068739016 40.78215822069907, -73.96230904833098 40.782223416357134)))",M010,912,M-13,M010,164,8,22,10024,M,,,Active,0,0
219,"MULTIPOLYGON (((-73.96665388176177 40.77456933369566, -73.96661718429375 40.77455115272472, -73.96657100576654 40.77452827557137, -73.96657467639713 40.77452171827448, -73.96657805449065 40.77451507084232, -73.96658113767488 40.77450833957772, -73.9665839200228 40.7745015334841, -73.96658639797622 40.77449466156542, -73.96658857034893 40.774487727423384, -73.96659043239607 40.77448074456417, -73.96659198411642 40.77447371568932, -73.9665932255046 40.77446665160484, -73.96659415063448 40.774459559513105, -73.96659476068605 40.77445244841942, -73.96659505447138 40.77444532552748, -73.9665950343555 40.774438198942576, -73.96659469559633 40.774431076767776, -73.96659404292807 40.77442396710899, -73.96659307516171 40.7744168789709, -73.96659179347881 40.7744098186574, -73.96659019787397 40.774402796974414, -73.9665882942673 40.77439581932676, -73.96658905420504 40.77438980508893, -73.96659008420518 40.77438381524296, -73.96659137715815 40.77437785428929, -73.96659292950623 40.77437193033144, -73.96659474716891 40.77436604967461, -73.96659682185155 40.77436021771939, -73.96659915236557 40.77435444256997, -73.96660173870728 40.77434873143033, -73.96660457613753 40.77434308610015, -73.96660765991095 40.774337520985966, -73.96661098884381 40.774332034286566, -73.96661455937704 40.77432663680676, -73.9666183644002 40.77432133484813, -73.96662240272697 40.774316132012224, -73.96662666961502 40.77431103640221, -73.96663116032441 40.774306051618716, -73.96679580002221 40.77408097527404, -73.96699606413685 40.77380406064203, -73.96700390038218 40.7737980862487, -73.96701199593684 40.773792315442705, -73.9670203413225 40.77378675272379, -73.9670289270588 40.77378140619374, -73.96703774366654 40.773776282153285, -73.96704678048313 40.773771384201396, -73.96705603039757 40.77376672044044, -73.96706547682462 40.77376229446769, -73.96707511620815 40.77375811168508, -73.9670849343317 40.77375417659095, -73.96709491934776 40.77375049368451, -73.96710505940902 40.7737470674648, -73.96711534859067 40.77374390243254, -73.96712065131942 40.77373991291699, -73.96712612218363 40.773736058524605, -73.96713175999656 40.7737323437575, -73.9671375564644 40.77372877311585, -73.96714350566265 40.77372535019994, -73.96717943104098 40.77368957355304, -73.96726871836286 40.77372550380198, -73.96727147471346 40.77372077154177, -73.96727444305586 40.77371611678494, -73.96727762338955 40.77371154043195, -73.96728100978702 40.77370705238665, -73.96728459750929 40.773702654448755, -73.9672883829987 40.77369835472167, -73.96729236388447 40.773694156806734, -73.96729653187182 40.77369006700514, -73.96730088458983 40.77368608891815, -73.96730541374465 40.77368222704595, -73.96731011814909 40.77367848679117, -73.96731623201343 40.77367017508284, -73.9673215686924 40.77366696630363, -73.96732704744494 40.77366389804291, -73.96733266589904 40.77366097660352, -73.96733841339386 40.77365820198239, -73.96734428281796 40.77365558318255, -73.96735026824916 40.77365311930177, -73.96735636139402 40.77365081393972, -73.96736255632815 40.77364867069667, -73.9673688459441 40.77364669047114, -73.9673752207625 40.773644879563975, -73.96738167486261 40.77364323437135, -73.96738819994881 40.77364176299558, -73.96739478891571 40.77364046183253, -73.967401432285 40.77363933538205, -73.96740812176374 40.77363838634334, -73.96741485261522 40.77363761201347, -73.9674216129924 40.77363701599114, -73.96742839815771 40.77363659737449, -73.96743519745007 40.77363635706103, -73.96744200376186 40.77363629594921, -73.9674488076166 40.77363641493688, -73.96745560309212 40.773636713121824, -73.96746238071273 40.77363718960091, -73.9674691321872 40.77363784347131, -73.96747585159338 40.77363867383083, -73.96748252708574 40.77363968157663, -73.96748915274291 40.77364086400556, -73.9674957226424 40.77364222111591, -73.96750222494116 40.77364374840188, -73.96750865490027 40.773645447663135, -73.96751500186119 40.77364731439419, -73.96752126108727 40.77364934589219, -73.96752742428679 40.773651542154795, -73.96753348316993 40.77365389957772, -73.96753943300031 40.77365641455757, -73.96754526430355 40.773659083489754, -73.96755096997339 40.77366190457128, -73.96755654408857 40.77366487509895, -73.9675619771751 40.77366799056757, -73.96756726805103 40.77367124557385, -73.96757240724115 40.773674638314176, -73.96757738763955 40.773678166085, -73.96758220569656 40.77368182078089, -73.96758685193699 40.77368560059812, -73.9675913287324 40.773689500134346, -73.96759561950081 40.773693516683494, -73.96759972898418 40.773697642142345, -73.96760364652357 40.77370187290595, -73.96760736856714 40.77370620537126, -73.96761089156564 40.773710630532264, -73.96761421314912 40.77371515018942, -73.96761732266299 40.77371975173255, -73.9676202248461 40.773724433362176, -73.96762291022623 40.773729186970975, -73.96762537880467 40.77373400985758, -73.9676276258471 40.77373889391601, -73.9676296489863 40.773743835543705, -73.96763144585789 40.77374882483447, -73.9676330140933 40.77375386088714, -73.96763435132772 40.773758934696, -73.96763545993323 40.7737640399582, -73.96763633280483 40.773769172169295, -73.96763697113099 40.77377432322507, -73.9676373772832 40.77377948772315, -73.96763754652517 40.773784662060244, -73.9676374800465 40.773789835430584, -73.96763717784813 40.7737950060332, -73.96763664111974 40.77380016306243, -73.96763586986262 40.773805303816744, -73.96763486408014 40.77381042109209, -73.96763362732804 40.77381551038693, -73.96763215961074 40.77382056269627, -73.96763046211481 40.77382557351793, -73.96762853721232 40.77383053654898, -73.96762638845905 40.77383544728796, -73.96762401585887 40.773840297630294, -73.96762142533657 40.77384508307516, -73.96761861808058 40.77384979551831, -73.9676155976462 40.77385443135869, -73.96761236995782 40.773858986996025, -73.96760893501887 40.77386345522622, -73.96760529875506 40.773867829747424, -73.96769037567601 40.77390836545739, -73.96768534640287 40.77391763202253, -73.96768072217863 40.77392702026891, -73.96767650774682 40.7739365193919, -73.96767271258871 40.773946119488656, -73.9676693355251 40.77395580975291, -73.96766638129874 40.77396558118093, -73.96766385583982 40.773975418465895, -73.96766176033573 40.77398531620517, -73.96766009716177 40.77399526179235, -73.96765886514022 40.77400524171965, -73.96765807138199 40.77401524878499, -73.96765771233973 40.77402527038042, -73.9676577892039 40.77403529479964, -73.96765830553352 40.77404531123772, -73.96765925659498 40.774055310688205, -73.96765750041031 40.77406408379442, -73.96765536164422 40.77407280906665, -73.96765284030316 40.77408147299714, -73.96764994231181 40.77409007108516, -73.96764666530805 40.77409858892193, -73.96764301758736 40.77410701840521, -73.96763900033805 40.774115351430765, -73.96763462185619 40.7741235789959, -73.96762988451637 40.774131689394636, -73.96762479306012 40.774139675424344, -73.96761935223034 40.77414752718066, -73.96761357269122 40.77415523746261, -73.96760745563161 40.774162797265376, -73.967601009348 40.77417019668574, -73.96759424332006 40.77417742852228, -73.9675871634744 40.77418448467212, -73.9675882367051 40.77419656702041, -73.96758876740766 40.77420867262912, -73.96758875322148 40.77422078348756, -73.9675881941528 40.77423288608817, -73.96758709139246 40.77424496692376, -73.96758544731541 40.774257013387945, -73.96758326311371 40.774269009271976, -73.96758054353101 40.77428094287059, -73.9675772850212 40.77429279797376, -73.96757350062059 40.77430456107755, -73.96756918678098 40.77431622047434, -73.9675643518017 40.77432775995736, -73.96755900279554 40.77433916782204, -73.96755314332324 40.77435042876079, -73.96754678168173 40.77436153196978, -73.96753992498493 40.7743724630429, -73.96753258152972 40.77438321117638, -73.9675247596148 40.7743937619644, -73.96751646753786 40.774404102802215, -73.96750771596533 40.77441422198613, -73.96749851556324 40.774424108713085, -73.9674888769984 40.77443375037884, -73.96747880975205 40.77444313708054, -73.96746832686009 40.774452256214666, -73.96745743898816 40.774461097878614, -73.96744616390967 40.77446965127124, -73.96743450992086 40.774477907389695, -73.96742248887142 40.77448585723229, -73.96741011971945 40.77449348999819, -73.96739741668424 40.77450079578575, -73.96738438924483 40.77450776919456, -73.96737105872886 40.774514398524, -73.96735743698406 40.77452067927481, -73.96734354178304 40.77452660244694, -73.96733849586488 40.774535800553124, -73.96733304371351 40.77454486436903, -73.9673271912577 40.774553781289214, -73.96732094442443 40.77456254231024, -73.96731430914075 40.774571138428726, -73.96730729488856 40.77457955794076, -73.96729990877954 40.77458779184326, -73.96729216029479 40.7745958302333, -73.96728405772998 40.77460366500867, -73.96727561175047 40.77461128716729, -73.96726682946864 40.77461868590504, -73.96725772154902 40.774625854020876, -73.96724830102501 40.77463278431439, -73.96723857619297 40.77463946778286, -73.96722855890219 40.774645896325055, -73.96721825863271 40.77465206273956, -73.96720769197127 40.77465796072752, -73.96719686839774 40.77466358308747, -73.96718579976121 40.7746689226188, -73.96717449909403 40.77467397482256, -73.96716616960676 40.77467832547973, -73.9671580354638 40.77468288781012, -73.96715011088355 40.774687653713336, -73.96714239823778 40.77469261778698, -73.96713490937321 40.774697777333046, -73.96712765140069 40.77470312514958, -73.96712063380092 40.77470865223428, -73.9671138636822 40.77471435678826, -73.96710734815522 40.77472023160947, -73.96710109551638 40.77472626769543, -73.96709511405962 40.77473246054593, -73.96708940852729 40.77473880205787, -73.96708398366152 40.77474528412811, -73.96699962390355 40.77470946951709, -73.96699682365029 40.77471423057362, -73.96699380310886 40.77471891592478, -73.96699057294464 40.77472351656853, -73.96698713434296 40.77472803070424, -73.96698348849287 40.77473244932717, -73.96697964250292 40.77473676973782, -73.96697559992988 40.77474098563362, -73.96697136669952 40.77474509071288, -73.96696694873636 40.77474908137513, -73.96696234722718 40.77475295311821, -73.96695757520514 40.77475669964234, -73.96695263148737 40.77476031734515, -73.96694752555213 40.77476380262724, -73.96694226095613 40.774767149186225, -73.96693684954573 40.77477035522442, -73.96693129132412 40.77477341443825, -73.96692559695305 40.774776325029805, -73.96691977235753 40.77477908249818, -73.96691382583074 40.774781684144315, -73.96690776211227 40.774784127268, -73.96690158831164 40.774786407368715, -73.96689531864428 40.774788522649594, -73.96688895311208 40.77479046950857, -73.96688250000732 40.77479224704745, -73.96687597117686 40.77479385256827, -73.9668693737294 40.77479528337139, -73.96686271240348 40.77479653855773, -73.96685599786154 40.774797615428845, -73.96684923957946 40.77479851488795, -73.96684244348143 40.77479923423521, -73.96683561785979 40.77479977257254, -73.96682877219087 40.77480012990265, -73.96682191358296 40.77480030442658, -73.96681505269571 40.77480029884889, -73.96680819545367 40.77480010956923, -73.96680135014729 40.77479973929163, -73.9667945274381 40.7747991871185, -73.96678773443294 40.77479845395253, -73.96678097705322 40.77479754249687, -73.96677426832949 40.77479645185481, -73.96676761062999 40.774795183828004, -73.96676101816841 40.77479374022162, -73.96675449449793 40.77479212193717, -73.9667480490937 40.77479033167892, -73.96674169024617 40.77478837215076, -73.96673542387725 40.77478624515542, -73.96672926064696 40.77478395249708, -73.96672320647536 40.77478149958036, -73.96671726610111 40.774778885506194, -73.96671145255118 40.77477611658192, -73.966705765825 40.774773193707986, -73.96670022131865 40.77477012319244, -73.9666948178457 40.77476690863697, -73.96668956606712 40.77476355004464, -73.96668447071706 40.77476005552136, -73.96667954008598 40.77475642777111, -73.96667478009428 40.77475267129811, -73.9666701931085 40.77474879150607, -73.96666578860263 40.77474479290025, -73.96666156775984 40.77474067818254, -73.966657541237 40.774736455460605, -73.96665371021732 40.77473212743623, -73.96665007825118 40.77472770041409, -73.9666466524423 40.7747231816002, -73.96664343871194 40.77471857369783, -73.96664043468785 40.77471388300983, -73.96663764984368 40.774709114941935, -73.96663508536024 40.7747042766986, -73.96663274597348 40.77469937278371, -73.96663063049476 40.774694411301375, -73.96662874484446 40.77468939675593, -73.9666270913903 40.77468433184956, -73.96662567012635 40.77467922828875, -73.96662448223434 40.774674091476946, -73.96662353600385 40.77466892591901, -73.9666228231403 40.77466373701563, -73.96662235074724 40.774658531972804, -73.96662211526652 40.7746533197946, -73.96662212261984 40.774648102283685, -73.96662236806357 40.774642890244785, -73.96662285041228 40.77463768547851, -73.96662357321402 40.774632498791966, -73.96662453291337 40.77462733378607, -73.96662573069122 40.77462219766522, -73.96662716062204 40.774617095830656, -73.96662882744081 40.774612034587335, -73.96663072285163 40.77460702203733, -73.96663284803725 40.774602061783014, -73.96663519825616 40.77459716012644, -73.96663777468888 40.77459232517258, -73.96664056904089 40.77458756232194, -73.96664358012573 40.77458287517617, -73.9666468067553 40.77457827093901, -73.96665024181958 40.77457375501133, -73.96665388176177 40.77456933369566)))",M010,915,M-13,M010,164,8,22,10023,M,,,Active,0,0
